x	y
0	2.0465560486532337
10000	1.8984898238873804
20000	17.406932387318005
30000	6.293352624617601
40000	-25.995697199373026
50000	9.824653518863176
60000	6.960571208122626
70000	24.224403035271937
80000	-3.9616924434630096
90000	4.366971120589534
100000	-1.2110733101782252
110000	-2.161391365105846
120000	19.146118921450523
130000	45.89420920904372
140000	-15.379652441236438
150000	-10.449398729316293
160000	31.7845239430656
170000	17.5242619253777
180000	39.5467299832615
190000	11.595153990698748
200000	26.067163339291902
210000	42.55303691155041
220000	47.873307098882435
230000	-21.63570909174394
240000	3.2864783892884653
250000	9.366171727989013
260000	15.746212531835738
270000	19.772232506266903
280000	55.06013231291059
290000	11.276792887400827
300000	38.599742411069954
310000	19.788674751022526
320000	16.57938852723638
330000	30.63870562886345
340000	50.43321354280085
350000	27.16254059225831
360000	32.0710573997326
370000	59.60324920945911
380000	-4.437356775522588
390000	61.97593687277303
400000	22.11787516223509
410000	58.8471590839747
420000	19.872747105385976
430000	77.2993539364627
440000	53.94568016804889
450000	39.11571405232081
460000	68.48817945858806
470000	36.34066305019584
480000	57.770045239354204
490000	41.52296419615631
500000	24.13509090883849
510000	71.87239853172167
520000	41.151363301759844
530000	82.12588084888534
540000	55.59583801474896
550000	32.49510023864961
560000	28.833202695285834
570000	79.8983675732536
580000	61.827519583689146
590000	49.41915826001012
600000	115.37519956250263
610000	74.6518287826567
620000	61.43254918572185
630000	64.56229261340296
640000	82.75763588372295
650000	80.87498419372406
660000	46.00991787427736
670000	91.6068357161638
680000	53.512985127297526
690000	48.0956442846137
700000	67.4952725309245
710000	62.63504012828238
720000	83.44644643902323
730000	84.92736105280859
740000	67.83788778916976
750000	59.99457741682156
760000	56.82698863546903
770000	60.43050834207186
780000	130.8570600681046
790000	93.7358483249157
800000	30.80770765507367
810000	91.43936551825485
820000	88.84019653214678
830000	78.19361863572155
840000	106.61505493354693
850000	96.08413796670655
860000	72.29274027217788
870000	130.9143277827527
880000	114.91516519518052
890000	94.85309102709557
900000	115.69465912292955
910000	109.73277823271468
920000	133.32643965593377
930000	38.335800121247665
940000	93.00935185657617
950000	110.06348258382128
960000	91.52772946134715
970000	84.70788574799532
980000	132.50162174087606
990000	121.44889627008534
