x	y
0	15.308403364451248
10000	28.565318070291063
20000	10.606354309001533
30000	30.990232947919615
40000	6.217606897110628
50000	-18.555059564356135
60000	-29.33940447323095
70000	-0.8166629118604956
80000	-2.6236759758343347
90000	-21.62408643276131
100000	-0.5280809279219802
110000	15.474174533343074
120000	19.89153918801112
130000	36.48301490214888
140000	6.495396608639978
150000	-16.213654187441158
160000	18.728345507405518
170000	37.25256176056517
180000	22.601343491992225
190000	25.118949799932874
200000	12.194756917632828
210000	11.349718730676077
220000	35.505770017452846
230000	46.397826335963785
240000	33.51546487820558
250000	23.223521445884877
260000	29.932861023730954
270000	31.848536811822953
280000	11.441683010284795
290000	11.336497969726505
300000	21.268953377125072
310000	36.658567179161196
320000	32.17542407321479
330000	19.145369784332335
340000	54.19982714865218
350000	26.16944449302422
360000	45.83831718597101
370000	23.459836123590627
380000	51.89754834786204
390000	27.532564507623363
400000	23.846016749696986
410000	70.2821402259249
420000	27.335628493287278
430000	37.50571151254144
440000	79.04427168406193
450000	48.72968376934139
460000	71.43500832780178
470000	75.08753864764739
480000	27.070381305287846
490000	41.92679787028331
500000	25.429679342837336
510000	49.5140975654294
520000	69.95935424668043
530000	35.020951650482736
540000	38.50013857315476
550000	41.06203567279289
560000	57.21036126016264
570000	79.54057918115981
580000	30.169905620376493
590000	65.67732140699911
600000	56.97133173819884
610000	16.292060542530947
620000	90.3746034712814
630000	62.80064345879304
640000	66.37369868816931
650000	59.273939750735174
660000	45.88290652095792
670000	75.20682646006739
680000	78.59513295347487
690000	32.81883595248621
700000	50.62632252531864
710000	81.08076113746147
720000	52.68478653998352
730000	73.59518857830753
740000	64.55185942423245
750000	54.43165528302025
760000	87.18531822428037
770000	69.014939249487
780000	47.98192579558447
790000	77.39368926473016
800000	62.358903636007526
810000	83.13095319217507
820000	89.30468361004654
830000	94.53491711912338
840000	47.59890609540764
850000	84.50647477458404
860000	59.34178925724506
870000	85.36635896283471
880000	46.868444963887555
890000	88.30057189023333
900000	75.54796039014953
910000	77.90238080964417
920000	102.32496520290228
930000	117.43255505910439
940000	110.20580870402307
950000	88.53209413708569
960000	109.52526597708078
970000	88.55111187148383
980000	87.27860411237678
990000	132.73341821624328
