x	y
0	29.47864196508853
10000	-7.9298705203671584
20000	17.222116628981915
30000	26.779080869255612
40000	47.31306156101273
50000	-3.3968304254524124
60000	29.982117698255227
70000	35.58907549194147
80000	35.58324011180491
90000	14.03888953554737
100000	-1.860564058522737
110000	14.069895104988321
120000	-7.919510037839377
130000	12.67411605163409
140000	-1.999646594847368
150000	13.243993795262824
160000	-33.27493673253997
170000	-8.622785271031727
180000	57.27767437797909
190000	31.936470008236135
200000	55.84627400383494
210000	23.686647015312552
220000	8.228192506339454
230000	18.837631013955452
240000	18.72801678829718
250000	45.78390121142647
260000	13.883850476140726
270000	13.048451224971839
280000	14.731319975664878
290000	-17.478937367371657
300000	46.88463947049855
310000	48.922963806675625
320000	-24.64410793277795
330000	39.70108171272621
340000	23.75718791432375
350000	22.29823944377603
360000	11.843760683762142
370000	49.44374043800558
380000	17.844409851657133
390000	33.196099611600815
400000	48.72368035671124
410000	33.47010934746318
420000	45.08917211397907
430000	27.864603337555344
440000	26.594908076444007
450000	54.67929790556145
460000	50.5525183832576
470000	67.88774328546485
480000	79.07944492732648
490000	67.9610561194636
500000	26.634355852888547
510000	42.93702831659719
520000	16.23097690672531
530000	44.532183814560995
540000	42.917780561147325
550000	52.53587686369059
560000	61.03405562087539
570000	40.6339956590036
580000	79.34913786860994
590000	106.68181901622818
600000	46.55238694417604
610000	68.14082178929826
620000	57.950155124868594
630000	59.49937806815953
640000	46.86322759659771
650000	62.559790593284724
660000	81.17043344769422
670000	85.89503251479294
680000	80.6530962425284
690000	94.66311456526195
700000	66.42907576860543
710000	42.43171446746213
720000	48.13118199647212
730000	64.92955403188867
740000	95.85147206559637
750000	95.3013012734886
760000	68.0164683281575
770000	63.41075255991792
780000	79.14533447462429
790000	84.11722911851099
800000	53.79582567553318
810000	69.40687274337151
820000	63.83544701279599
830000	74.70736904928184
840000	71.20595342645521
850000	89.72701446405334
860000	111.61028669137886
870000	79.52055818293886
880000	93.18604738515863
890000	71.3329487825205
900000	98.50535285042947
910000	115.97221986379428
920000	48.91928456281774
930000	96.46593015277357
940000	135.08856239439666
950000	131.4094045696765
960000	107.30241687081583
970000	126.26549771843932
980000	82.24517728650987
990000	108.2904578546351
