x	y
0	4.798303175964987
10000	8.414348429525582
20000	-10.602530743134293
30000	12.276012143087323
40000	-18.456867430985767
50000	3.0962729771956945
60000	9.40591621295798
70000	10.8321733746528
80000	8.440398040192772
90000	15.667941226510234
100000	-2.4707252507016166
110000	9.186390676189975
120000	22.870541314878405
130000	3.6715404432170797
140000	16.830059695543667
150000	-13.031634105821368
160000	26.156346413124986
170000	4.770901380064009
180000	22.62376516200663
190000	19.682777133356897
200000	14.611370312467878
210000	9.769294765668338
220000	-5.794277066442287
230000	6.852726727409072
240000	10.174981107011059
250000	3.6954538623810365
260000	8.722137617476388
270000	5.387766831703425
280000	9.340022497876241
290000	13.553287427875814
300000	-1.352501404298728
310000	21.7576926144295
320000	19.00048489063896
330000	27.867610922694695
340000	28.543430756970395
350000	22.805720323734086
360000	-11.139921573192808
370000	16.56431437041595
380000	21.08004271174285
390000	18.848209546724604
400000	14.47267770799046
410000	8.234600103014364
420000	22.166990642060284
430000	24.63190880762519
440000	24.81641479912478
450000	20.156628141265454
460000	-0.24295644639323655
470000	3.7587132755921715
480000	12.296188683772172
490000	9.196123281857416
500000	32.56033113186523
510000	12.808539424002117
520000	32.552373448720004
530000	19.244276545075348
540000	41.85908702607084
550000	9.871182741468651
560000	26.766627816568338
570000	23.456859262889886
580000	40.76626656028064
590000	40.651288493540385
600000	27.242017213550078
610000	25.804773669519307
620000	21.945365395732885
630000	21.04007519439883
640000	31.302802662815285
650000	26.818915212576506
660000	32.92703436404639
670000	26.18523633794668
680000	27.937702143506144
690000	56.97437731521896
700000	46.56335483716
710000	12.211670361523694
720000	44.86009605874064
730000	34.43858601552206
740000	30.640190148579393
750000	30.201135224770876
760000	24.175961299170368
770000	27.518476044884085
780000	45.07655287307032
790000	44.48785490641061
800000	43.65672456834763
810000	38.69345239110039
820000	40.077278325665645
830000	44.603414672779564
840000	42.54183586319513
850000	40.4210427280096
860000	39.10635857959684
870000	38.078157878559395
880000	30.87932002581119
890000	51.03788358679496
900000	56.6037240677338
910000	63.35115183708585
920000	46.02886712142023
930000	53.223699727385096
940000	46.795097136292895
950000	14.663209811786452
960000	43.53913734249843
970000	48.452551026335186
980000	52.83572866461122
990000	48.02958820742971
