x	y
0	1.2133850037545817
10000	12.79853961728561
20000	6.389052359957061
30000	5.408832421079312
40000	-0.8173650422907599
50000	0.795677899680636
60000	-3.1292939147032977
70000	6.039673007143313
80000	-11.685425546339522
90000	-2.814121705502794
100000	12.491913441795338
110000	1.9705931905949656
120000	9.957988027674816
130000	-0.6666022927314241
140000	-1.177612008863731
150000	3.313700441239188
160000	17.34517516449059
170000	14.909616175260451
180000	16.669460958674314
190000	-1.4837985574307027
200000	32.18022405232472
210000	4.78020644135872
220000	-4.4597463251330485
230000	26.22351489456996
240000	12.479060440714465
250000	16.386597379646417
260000	22.090300947748226
270000	13.873941625690298
280000	1.466165427658753
290000	8.78069686012643
300000	-5.288704600908822
310000	7.5764755668684165
320000	31.637636410475988
330000	7.739667073151901
340000	20.35495939612599
350000	-17.48298267877869
360000	21.605057214014256
370000	9.945652849988686
380000	20.52923208279772
390000	1.3338018971085965
400000	26.167225405202842
410000	15.631991652664741
420000	12.653928515765404
430000	26.190336467338252
440000	24.667212572378663
450000	11.49935431218479
460000	30.923514094206663
470000	7.142470461902022
480000	22.09173297512737
490000	23.471852659652885
500000	27.492121612758787
510000	26.05324522568771
520000	34.82476861907816
530000	44.32506390323782
540000	7.012296626757898
550000	18.990876964860256
560000	30.815065105053588
570000	28.657496193210154
580000	36.27254272270026
590000	20.919869558115384
600000	44.30386132518586
610000	41.602870712692244
620000	34.43323646477564
630000	23.951129324853586
640000	26.202505999200593
650000	21.705618149423984
660000	41.80174750832577
670000	42.814964161528174
680000	40.5771166711057
690000	26.18410113867902
700000	38.622488799319214
710000	56.17027602596907
720000	33.897879344270336
730000	23.957308314184736
740000	41.10843454233857
750000	42.68990925465949
760000	53.38397932231294
770000	49.07822641224064
780000	30.305467347973252
790000	24.009747826853825
800000	37.56825557605554
810000	39.26435622783571
820000	47.36939839001423
830000	50.74250436208489
840000	44.64192217823931
850000	50.5652652673549
860000	42.82393718692206
870000	53.360139104894266
880000	42.136471725645336
890000	51.55137291623194
900000	46.56435193346882
910000	39.62394536050946
920000	55.43669491889925
930000	55.48898823690021
940000	53.057001786907314
950000	31.444765112129478
960000	43.18997420469111
970000	58.355153362889084
980000	40.62477551595454
990000	47.20865624152879
